	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00011	964674UniRef90_Q8TS49 6-pyruvoyltetrahydropterin synthase n=1 Tax=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) RepID=Q8TS49_METAC	128	20	8.41045E-17	54.04	10	F:GO:0002020; F:GO:0005509; C:GO:0005887; P:GO:0007155; C:GO:0016020; C:GO:0016021; P:GO:0016339; P:GO:0050900; P:GO:0050901; F:GO:0070492	F:protease binding; F:calcium ion binding; C:integral component of plasma membrane; P:cell adhesion; C:membrane; C:integral component of membrane; P:calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; P:leukocyte migration; P:leukocyte tethering or rolling; F:oligosaccharide binding			IPR007115 (PFAM); IPR007115 (PIRSF); IPR038418 (G3DSA:3.30.479.GENE3D); IPR007115 (PANTHER); PTHR12589:SF8 (PANTHER); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SSF55620 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	CBNIABCL_00012	64397UniRef90_P0AAG1 Dipeptide transport ATP-binding protein DppD n=806 Tax=root RepID=DPPD_ECO57	336	20	1.30958E-82	59.28	1	F:GO:0003824	F:catalytic activity			IPR003593 (SMART); IPR013563 (TIGRFAM); G3DSA:3.40.50.300 (GENE3D); IPR013563 (PFAM); IPR003439 (PFAM); PTHR43297 (PANTHER); PTHR43297:SF6 (PANTHER); IPR017871 (PROSITE_PATTERNS); IPR003439 (PROSITE_PROFILES); cd03257 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0000166; F:GO:0005524; P:GO:0015833; F:GO:0016887	F:nucleotide binding; F:ATP binding; P:peptide transport; F:ATPase activity
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00013	868087UniRef90_A2BKF3 Oligopeptide transport ATP-binding protein n=2 Tax=Hyperthermus butylicus RepID=A2BKF3_HYPBU	347	20	1.87555E-91	62.15	76	F:GO:0000166; F:GO:0000287; F:GO:0003723; F:GO:0003824; F:GO:0004497; F:GO:0004518; F:GO:0004519; F:GO:0004521; F:GO:0004540; F:GO:0004672; F:GO:0005509; F:GO:0005515; F:GO:0005524; C:GO:0005575; C:GO:0005576; C:GO:0005737; C:GO:0005739; C:GO:0005759; C:GO:0005829; P:GO:0006364; P:GO:0006396; P:GO:0006397; P:GO:0006468; P:GO:0007160; F:GO:0008289; P:GO:0009058; P:GO:0009405; C:GO:0009507; C:GO:0009536; P:GO:0009853; F:GO:0015485; P:GO:0015977; P:GO:0015979; C:GO:0016020; C:GO:0016021; P:GO:0016032; C:GO:0016363; F:GO:0016491; F:GO:0016787; F:GO:0016829; F:GO:0016984; C:GO:0019012; C:GO:0019031; P:GO:0019062; P:GO:0019253; P:GO:0019835; F:GO:0019843; C:GO:0020002; F:GO:0030170; C:GO:0030288; C:GO:0033644; P:GO:0035821; P:GO:0039663; C:GO:0042597; F:GO:0042802; F:GO:0043021; P:GO:0043488; P:GO:0043711; P:GO:0044179; P:GO:0045071; P:GO:0045444; P:GO:0045944; P:GO:0046326; P:GO:0046718; F:GO:0046872; P:GO:0051607; C:GO:0055036; P:GO:0055114; P:GO:0060337; P:GO:0060338; P:GO:0061077; P:GO:0071555; P:GO:0090305; P:GO:0090501; P:GO:0090502; F:GO:0090729	F:nucleotide binding; F:magnesium ion binding; F:RNA binding; F:catalytic activity; F:monooxygenase activity; F:nuclease activity; F:endonuclease activity; F:endoribonuclease activity; F:ribonuclease activity; F:protein kinase activity; F:calcium ion binding; F:protein binding; F:ATP binding; C:cellular_component; C:extracellular region; C:cytoplasm; C:mitochondrion; C:mitochondrial matrix; C:cytosol; P:rRNA processing; P:RNA processing; P:mRNA processing; P:protein phosphorylation; P:cell-matrix adhesion; F:lipid binding; P:biosynthetic process; P:pathogenesis; C:chloroplast; C:plastid; P:photorespiration; F:cholesterol binding; P:carbon fixation; P:photosynthesis; C:membrane; C:integral component of membrane; P:viral process; C:nuclear matrix; F:oxidoreductase activity; F:hydrolase activity; F:lyase activity; F:ribulose-bisphosphate carboxylase activity; C:virion; C:viral envelope; P:virion attachment to host cell; P:reductive pentose-phosphate cycle; P:cytolysis; F:rRNA binding; C:host cell plasma membrane; F:pyridoxal phosphate binding; C:outer membrane-bounded periplasmic space; C:host cell membrane; P:modulation of process of other organism; P:membrane fusion involved in viral entry into host cell; C:periplasmic space; F:identical protein binding; F:ribonucleoprotein complex binding; P:regulation of mRNA stability; P:pilus organization; P:hemolysis in other organism; P:negative regulation of viral genome replication; P:fat cell differentiation; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of glucose import; P:viral entry into host cell; F:metal ion binding; P:defense response to virus; C:virion membrane; P:oxidation-reduction process; P:type I interferon signaling pathway; P:regulation of type I interferon-mediated signaling pathway; P:chaperone-mediated protein folding; P:cell wall organization; P:nucleic acid phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:toxin activity			IPR003593 (SMART); G3DSA:3.40.50.300 (GENE3D); IPR013563 (PFAM); IPR003439 (PFAM); IPR013563 (TIGRFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR43776 (PANTHER); IPR003439 (PROSITE_PROFILES); cd03257 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0000166; F:GO:0005524; P:GO:0015833; F:GO:0016887	F:nucleotide binding; F:ATP binding; P:peptide transport; F:ATPase activity
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00014	261544UniRef90_P94282 Phenylalanine--tRNA ligase alpha subunit n=29 Tax=Borrelia burgdorferi group RepID=SYFA_BORBU	519	20	1.42631E-133	59.25	23	C:GO:0000324; F:GO:0003674; F:GO:0005179; C:GO:0005576; C:GO:0005773; C:GO:0005774; P:GO:0006865; P:GO:0007165; P:GO:0015809; P:GO:0015819; C:GO:0016020; C:GO:0016021; P:GO:0016032; C:GO:0019012; C:GO:0019031; P:GO:0019062; P:GO:0019064; C:GO:0020002; C:GO:0033644; P:GO:0039663; P:GO:0046718; P:GO:0051453; C:GO:0055036	C:fungal-type vacuole; F:molecular_function; F:hormone activity; C:extracellular region; C:vacuole; C:vacuolar membrane; P:amino acid transport; P:signal transduction; P:arginine transport; P:lysine transport; C:membrane; C:integral component of membrane; P:viral process; C:virion; C:viral envelope; P:virion attachment to host cell; P:fusion of virus membrane with host plasma membrane; C:host cell plasma membrane; C:host cell membrane; P:membrane fusion involved in viral entry into host cell; P:viral entry into host cell; P:regulation of intracellular pH; C:virion membrane			IPR002319 (PFAM); G3DSA:3.30.930.10 (GENE3D); IPR004529 (TIGRFAM); PTHR11538:SF40 (PANTHER); PTHR11538 (PANTHER); IPR006195 (PROSITE_PROFILES); cd00496 (CDD); SSF55681 (SUPERFAMILY)	F:GO:0000049; F:GO:0000166; F:GO:0004812; F:GO:0004826; F:GO:0005524; C:GO:0005737; P:GO:0006432; P:GO:0043039	F:tRNA binding; F:nucleotide binding; F:aminoacyl-tRNA ligase activity; F:phenylalanine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:phenylalanyl-tRNA aminoacylation; P:tRNA aminoacylation
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00015	261860UniRef90_P94283 Phenylalanine--tRNA ligase beta subunit n=32 Tax=Borrelia burgdorferi group RepID=SYFB_BORBU	569	20	5.49026E-113	53.16	12	F:GO:0003723; F:GO:0004461; F:GO:0005344; F:GO:0005506; F:GO:0005509; C:GO:0005576; C:GO:0005833; P:GO:0005989; P:GO:0015671; F:GO:0019825; F:GO:0020037; F:GO:0046872	F:RNA binding; F:lactose synthase activity; F:oxygen carrier activity; F:iron ion binding; F:calcium ion binding; C:extracellular region; C:hemoglobin complex; P:lactose biosynthetic process; P:oxygen transport; F:oxygen binding; F:heme binding; F:metal ion binding			IPR005146 (SMART); IPR005147 (SMART); IPR005147 (PFAM); G3DSA:3.30.930.10 (GENE3D); IPR004531 (TIGRFAM); IPR041616 (PFAM); G3DSA:3.30.56.10 (GENE3D); IPR020825 (G3DSA:3.50.40.GENE3D); G3DSA:3.30.56.10 (GENE3D); PTHR10947 (PANTHER); PTHR10947:SF0 (PANTHER); IPR005147 (PROSITE_PROFILES); IPR009061 (SUPERFAMILY); SSF55681 (SUPERFAMILY)	F:GO:0000166; F:GO:0000287; F:GO:0003723; F:GO:0004826; F:GO:0005524; C:GO:0005737; P:GO:0006432	F:nucleotide binding; F:magnesium ion binding; F:RNA binding; F:phenylalanine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:phenylalanyl-tRNA aminoacylation
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00016	214101UniRef90_A6Q169 50S ribosomal protein L20 n=1 Tax=Nitratiruptor sp. (strain SB155-2) RepID=RL20_NITSB	118	20	5.52594E-45	73.2	10	F:GO:0003677; F:GO:0005344; C:GO:0005576; C:GO:0005615; C:GO:0005634; C:GO:0005833; P:GO:0015671; F:GO:0019825; F:GO:0020037; F:GO:0046872	F:DNA binding; F:oxygen carrier activity; C:extracellular region; C:extracellular space; C:nucleus; C:hemoglobin complex; P:oxygen transport; F:oxygen binding; F:heme binding; F:metal ion binding			IPR005813 (PRINTS); IPR035566 (G3DSA:1.10.1900.GENE3D); G3DSA:1.10.720.90 (GENE3D); IPR005813 (PFAM); IPR005813 (TIGRFAM); IPR005813 (PANTHER); IPR005813 (PROSITE_PATTERNS); IPR005813 (HAMAP); IPR005813 (CDD); IPR035566 (SUPERFAMILY)	F:GO:0003735; C:GO:0005840; P:GO:0006412; F:GO:0019843	F:structural constituent of ribosome; C:ribosome; P:translation; F:rRNA binding
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00017	219763UniRef90_Q73KR2 50S ribosomal protein L35 n=11 Tax=Treponema RepID=RL35_TREDE	65	20	1.7993E-8	64.62	29	P:GO:0001569; P:GO:0001666; P:GO:0001701; F:GO:0004435; F:GO:0004930; F:GO:0004962; F:GO:0005515; C:GO:0005886; C:GO:0005887; P:GO:0006939; P:GO:0007165; P:GO:0007186; P:GO:0007190; P:GO:0007193; P:GO:0007202; P:GO:0007204; P:GO:0007507; P:GO:0007585; P:GO:0008217; P:GO:0008283; P:GO:0010827; P:GO:0014032; P:GO:0014824; C:GO:0016020; C:GO:0016021; P:GO:0042310; P:GO:0048484; P:GO:0060322; P:GO:0086100	P:branching involved in blood vessel morphogenesis; P:response to hypoxia; P:in utero embryonic development; F:phosphatidylinositol phospholipase C activity; F:G protein-coupled receptor activity; F:endothelin receptor activity; F:protein binding; C:plasma membrane; C:integral component of plasma membrane; P:smooth muscle contraction; P:signal transduction; P:G protein-coupled receptor signaling pathway; P:activation of adenylate cyclase activity; P:adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; P:activation of phospholipase C activity; P:positive regulation of cytosolic calcium ion concentration; P:heart development; P:respiratory gaseous exchange by respiratory system; P:regulation of blood pressure; P:cell population proliferation; P:regulation of glucose transmembrane transport; P:neural crest cell development; P:artery smooth muscle contraction; C:membrane; C:integral component of membrane; P:vasoconstriction; P:enteric nervous system development; P:head development; P:endothelin receptor signaling pathway			IPR001706 (PRINTS); IPR037229 (G3DSA:2.40.50.GENE3D); IPR001706 (TIGRFAM); IPR021137 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33343:SF1 (PANTHER); IPR021137 (PANTHER); IPR018265 (PROSITE_PATTERNS); IPR037229 (SUPERFAMILY)	F:GO:0003735; C:GO:0005840; P:GO:0006412	F:structural constituent of ribosome; C:ribosome; P:translation
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00018	113596UniRef90_Q39VS8 Translation initiation factor IF-3 n=1 Tax=Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210) RepID=IF3_GEOMG	175	20	2.52944E-52	68.91	117	F:GO:0000166; P:GO:0001523; F:GO:0001758; P:GO:0001889; P:GO:0001894; P:GO:0002070; P:GO:0002376; P:GO:0003091; F:GO:0003824; F:GO:0004032; F:GO:0004072; F:GO:0004332; F:GO:0004412; F:GO:0004777; F:GO:0004866; F:GO:0004867; F:GO:0005524; C:GO:0005576; C:GO:0005615; C:GO:0005618; C:GO:0005654; C:GO:0005737; C:GO:0005739; C:GO:0005815; C:GO:0005829; C:GO:0005856; C:GO:0005886; P:GO:0005975; P:GO:0005996; P:GO:0006000; P:GO:0006061; P:GO:0006094; P:GO:0006096; P:GO:0006116; P:GO:0006520; P:GO:0006700; P:GO:0006955; F:GO:0008092; F:GO:0008106; P:GO:0008152; F:GO:0008270; P:GO:0008652; F:GO:0008911; F:GO:0009013; F:GO:0009055; P:GO:0009067; P:GO:0009088; P:GO:0009089; C:GO:0009277; P:GO:0009405; P:GO:0009414; P:GO:0010033; P:GO:0010466; P:GO:0010951; F:GO:0015044; F:GO:0015046; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310; F:GO:0016491; F:GO:0016620; F:GO:0016740; F:GO:0016829; F:GO:0016832; P:GO:0018931; P:GO:0019301; P:GO:0019731; P:GO:0022900; P:GO:0030388; F:GO:0030414; P:GO:0031098; P:GO:0032496; P:GO:0032781; C:GO:0032838; C:GO:0033010; C:GO:0034451; P:GO:0035809; P:GO:0042355; P:GO:0042415; P:GO:0042572; C:GO:0042629; P:GO:0042742; F:GO:0042802; P:GO:0043066; C:GO:0043220; P:GO:0043448; F:GO:0043795; P:GO:0044597; P:GO:0044598; P:GO:0045087; P:GO:0046370; P:GO:0046427; F:GO:0046872; F:GO:0047655; C:GO:0048471; P:GO:0048661; F:GO:0050569; F:GO:0050660; F:GO:0050661; F:GO:0051117; P:GO:0051289; F:GO:0052650; P:GO:0055114; P:GO:0060135; F:GO:0061609; F:GO:0070061; C:GO:0070062; P:GO:0070072; P:GO:0071475; P:GO:0072061; P:GO:0072205; P:GO:0097066; P:GO:0097238; C:GO:0097454; P:GO:1901653; F:GO:1904408	F:nucleotide binding; P:retinoid metabolic process; F:retinal dehydrogenase activity; P:liver development; P:tissue homeostasis; P:epithelial cell maturation; P:immune system process; P:renal water homeostasis; F:catalytic activity; F:alditol:NADP+ 1-oxidoreductase activity; F:aspartate kinase activity; F:fructose-bisphosphate aldolase activity; F:homoserine dehydrogenase activity; F:succinate-semialdehyde dehydrogenase (NAD+) activity; F:endopeptidase inhibitor activity; F:serine-type endopeptidase inhibitor activity; F:ATP binding; C:extracellular region; C:extracellular space; C:cell wall; C:nucleoplasm; C:cytoplasm; C:mitochondrion; C:microtubule organizing center; C:cytosol; C:cytoskeleton; C:plasma membrane; P:carbohydrate metabolic process; P:monosaccharide metabolic process; P:fructose metabolic process; P:sorbitol biosynthetic process; P:gluconeogenesis; P:glycolytic process; P:NADH oxidation; P:cellular amino acid metabolic process; P:C21-steroid hormone biosynthetic process; P:immune response; F:cytoskeletal protein binding; F:alcohol dehydrogenase (NADP+) activity; P:metabolic process; F:zinc ion binding; P:cellular amino acid biosynthetic process; F:lactaldehyde dehydrogenase activity; F:succinate-semialdehyde dehydrogenase [NAD(P)+] activity; F:electron transfer activity; P:aspartate family amino acid biosynthetic process; P:threonine biosynthetic process; P:lysine biosynthetic process via diaminopimelate; C:fungal-type cell wall; P:pathogenesis; P:response to water deprivation; P:response to organic substance; P:negative regulation of peptidase activity; P:negative regulation of endopeptidase activity; F:rubredoxin-NAD+ reductase activity; F:rubredoxin-NADP reductase activity; C:membrane; C:integral component of membrane; F:kinase activity; P:phosphorylation; F:oxidoreductase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:transferase activity; F:lyase activity; F:aldehyde-lyase activity; P:naphthalene metabolic process; P:rhamnose catabolic process; P:antibacterial humoral response; P:electron transport chain; P:fructose 1,6-bisphosphate metabolic process; F:peptidase inhibitor activity; P:stress-activated protein kinase signaling cascade; P:response to lipopolysaccharide; P:positive regulation of ATPase activity; C:plasma membrane bounded cell projection cytoplasm; C:paranodal junction; C:centriolar satellite; P:regulation of urine volume; P:L-fucose catabolic process; P:norepinephrine metabolic process; P:retinol metabolic process; C:mast cell granule; P:defense response to bacterium; F:identical protein binding; P:negative regulation of apoptotic process; C:Schmidt-Lanterman incisure; P:alkane catabolic process; F:glyceraldehyde oxidoreductase activity; P:daunorubicin metabolic process; P:doxorubicin metabolic process; P:innate immune response; P:fructose biosynthetic process; P:positive regulation of receptor signaling pathway via JAK-STAT; F:metal ion binding; F:allyl-alcohol dehydrogenase activity; C:perinuclear region of cytoplasm; P:positive regulation of smooth muscle cell proliferation; F:glycolaldehyde dehydrogenase activity; F:flavin adenine dinucleotide binding; F:NADP binding; F:ATPase binding; P:protein homotetramerization; F:NADP-retinol dehydrogenase activity; P:oxidation-reduction process; P:maternal process involved in female pregnancy; F:fructose-1-phosphate aldolase activity; F:fructose binding; C:extracellular exosome; P:vacuolar proton-transporting V-type ATPase complex assembly; P:cellular hyperosmotic salinity response; P:inner medullary collecting duct development; P:metanephric collecting duct development; P:response to thyroid hormone; P:cellular response to methylglyoxal; C:Schwann cell microvillus; P:cellular response to peptide; F:melatonin binding			IPR036788 (G3DSA:3.30.110.GENE3D); IPR001288 (TIGRFAM); IPR019815 (PFAM); IPR036787 (G3DSA:3.10.20.GENE3D); IPR019814 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10938:SF0 (PANTHER); IPR001288 (PANTHER); IPR019813 (PROSITE_PATTERNS); IPR001288 (HAMAP); IPR036787 (SUPERFAMILY); IPR036788 (SUPERFAMILY)	F:GO:0003743; P:GO:0006413	F:translation initiation factor activity; P:translational initiation
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00019	266248UniRef90_B8GRI1 Threonine--tRNA ligase n=3 Tax=Thioalkalivibrio RepID=SYT_THISH	586	20	0.0	71.58	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane			IPR002320 (PRINTS); IPR012947 (SMART); IPR004154 (PFAM); G3DSA:3.30.930.10 (GENE3D); G3DSA:3.30.980.10 (GENE3D); IPR002314 (PFAM); IPR036621 (G3DSA:3.40.50.GENE3D); G3DSA:3.30.54.20 (GENE3D); IPR012947 (PFAM); IPR002320 (TIGRFAM); PTHR11451:SF31 (PANTHER); IPR002320 (PANTHER); IPR002320 (HAMAP); IPR006195 (PROSITE_PROFILES); cd00860 (CDD); IPR033728 (CDD); SSF52954 (SUPERFAMILY); IPR018163 (SUPERFAMILY); SSF55681 (SUPERFAMILY)	F:GO:0000166; F:GO:0004812; F:GO:0004829; F:GO:0005524; C:GO:0005737; P:GO:0006418; P:GO:0006435; P:GO:0043039	F:nucleotide binding; F:aminoacyl-tRNA ligase activity; F:threonine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:tRNA aminoacylation for protein translation; P:threonyl-tRNA aminoacylation; P:tRNA aminoacylation
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00020	303807UniRef90_Q9I310 Uncharacterized signaling protein PA1727 n=79 Tax=Pseudomonadaceae RepID=Y1727_PSEAE	1200	20	4.42768E-24	49.81	60	C:GO:0000139; C:GO:0000786; P:GO:0002933; F:GO:0003677; F:GO:0004497; F:GO:0005198; F:GO:0005506; C:GO:0005634; C:GO:0005694; C:GO:0005737; C:GO:0005739; C:GO:0005743; C:GO:0005783; C:GO:0005789; P:GO:0006082; P:GO:0006334; P:GO:0006629; P:GO:0006631; P:GO:0006641; P:GO:0006805; P:GO:0008202; F:GO:0008392; F:GO:0008395; P:GO:0009617; P:GO:0010193; P:GO:0010243; C:GO:0016020; P:GO:0016098; F:GO:0016491; F:GO:0016705; F:GO:0016709; F:GO:0016712; P:GO:0017144; F:GO:0018601; P:GO:0018885; P:GO:0018910; P:GO:0018960; C:GO:0019012; C:GO:0019028; C:GO:0019030; P:GO:0019373; F:GO:0019825; F:GO:0019899; F:GO:0020037; F:GO:0030544; C:GO:0031090; C:GO:0031227; P:GO:0042197; P:GO:0042493; P:GO:0042738; P:GO:0042742; P:GO:0042759; C:GO:0043231; P:GO:0045471; P:GO:0046483; F:GO:0046872; F:GO:0046982; F:GO:0051879; P:GO:0055114; F:GO:0070330	C:Golgi membrane; C:nucleosome; P:lipid hydroxylation; F:DNA binding; F:monooxygenase activity; F:structural molecule activity; F:iron ion binding; C:nucleus; C:chromosome; C:cytoplasm; C:mitochondrion; C:mitochondrial inner membrane; C:endoplasmic reticulum; C:endoplasmic reticulum membrane; P:organic acid metabolic process; P:nucleosome assembly; P:lipid metabolic process; P:fatty acid metabolic process; P:triglyceride metabolic process; P:xenobiotic metabolic process; P:steroid metabolic process; F:arachidonic acid epoxygenase activity; F:steroid hydroxylase activity; P:response to bacterium; P:response to ozone; P:response to organonitrogen compound; C:membrane; P:monoterpenoid metabolic process; F:oxidoreductase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen; P:drug metabolic process; F:4-nitrophenol 2-monooxygenase activity; P:carbon tetrachloride metabolic process; P:benzene metabolic process; P:4-nitrophenol metabolic process; C:virion; C:viral capsid; C:icosahedral viral capsid; P:epoxygenase P450 pathway; F:oxygen binding; F:enzyme binding; F:heme binding; F:Hsp70 protein binding; C:organelle membrane; C:intrinsic component of endoplasmic reticulum membrane; P:halogenated hydrocarbon metabolic process; P:response to drug; P:exogenous drug catabolic process; P:defense response to bacterium; P:long-chain fatty acid biosynthetic process; C:intracellular membrane-bounded organelle; P:response to ethanol; P:heterocycle metabolic process; F:metal ion binding; F:protein heterodimerization activity; F:Hsp90 protein binding; P:oxidation-reduction process; F:aromatase activity			IPR001633 (SMART); IPR000160 (SMART); IPR001633 (PFAM); IPR000160 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000160 (TIGRFAM); IPR003018 (PFAM); IPR029016 (G3DSA:3.30.450.GENE3D); IPR012292 (G3DSA:1.10.490.GENE3D); PF11563 (PFAM); IPR035919 (G3DSA:3.20.20.GENE3D); PTHR44757 (PANTHER); PTHR44757 (PANTHER); PTHR44757:SF2 (PANTHER); PTHR44757:SF2 (PANTHER); IPR001633 (PROSITE_PROFILES); IPR000160 (PROSITE_PROFILES); cd14759 (CDD); IPR000160 (CDD); IPR001633 (CDD); IPR029787 (SUPERFAMILY); IPR009050 (SUPERFAMILY); IPR035919 (SUPERFAMILY); SSF55781 (SUPERFAMILY); SSF55781 (SUPERFAMILY); SSF55781 (SUPERFAMILY)	F:GO:0005515; F:GO:0019825; F:GO:0020037	F:protein binding; F:oxygen binding; F:heme binding
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00021	271712UniRef90_P76422 Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase n=548 Tax=root RepID=THID_ECOLI	283	20	4.13621E-32	48.56	40	C:GO:0000137; C:GO:0000139; F:GO:0000978; F:GO:0000981; F:GO:0001228; F:GO:0003677; F:GO:0005096; F:GO:0005198; F:GO:0005515; C:GO:0005634; C:GO:0005737; C:GO:0005768; C:GO:0005794; C:GO:0005856; C:GO:0005886; P:GO:0006351; P:GO:0006355; P:GO:0006887; P:GO:0006893; P:GO:0007409; F:GO:0008270; P:GO:0008593; C:GO:0016020; F:GO:0017137; F:GO:0019901; C:GO:0030424; C:GO:0030864; P:GO:0030866; C:GO:0031901; C:GO:0032588; P:GO:0032878; C:GO:0042995; P:GO:0043547; F:GO:0045159; P:GO:0045944; F:GO:0046872; P:GO:0050708; P:GO:0051294; P:GO:0065003; P:GO:2001040	C:Golgi cis cisterna; C:Golgi membrane; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA binding; F:GTPase activator activity; F:structural molecule activity; F:protein binding; C:nucleus; C:cytoplasm; C:endosome; C:Golgi apparatus; C:cytoskeleton; C:plasma membrane; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated; P:exocytosis; P:Golgi to plasma membrane transport; P:axonogenesis; F:zinc ion binding; P:regulation of Notch signaling pathway; C:membrane; F:Rab GTPase binding; F:protein kinase binding; C:axon; C:cortical actin cytoskeleton; P:cortical actin cytoskeleton organization; C:early endosome membrane; C:trans-Golgi network membrane; P:regulation of establishment or maintenance of cell polarity; C:cell projection; P:positive regulation of GTPase activity; F:myosin II binding; P:positive regulation of transcription by RNA polymerase II; F:metal ion binding; P:regulation of protein secretion; P:establishment of spindle orientation; P:protein-containing complex assembly; P:positive regulation of cellular response to drug			IPR013749 (PFAM); IPR029056 (G3DSA:3.40.1190.GENE3D); PTHR20858 (PANTHER); PTHR20858:SF17 (PANTHER); IPR004399 (CDD); IPR029056 (SUPERFAMILY)	F:GO:0008972; P:GO:0009228	F:phosphomethylpyrimidine kinase activity; P:thiamine biosynthetic process
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_00022	139975UniRef90_P0AFT0 Murein DD-endopeptidase MepM n=558 Tax=Bacteria RepID=MEPM_ECOL6	296	20	2.44635E-16	49.83	22	F:GO:0000166; F:GO:0002161; F:GO:0003677; F:GO:0004365; F:GO:0004812; F:GO:0004823; F:GO:0005524; C:GO:0005737; P:GO:0006006; P:GO:0006096; P:GO:0006310; P:GO:0006412; P:GO:0006418; P:GO:0006429; P:GO:0015074; F:GO:0016491; F:GO:0016620; F:GO:0016874; F:GO:0050661; F:GO:0051287; P:GO:0055114; P:GO:0106074	F:nucleotide binding; F:aminoacyl-tRNA editing activity; F:DNA binding; F:glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity; F:aminoacyl-tRNA ligase activity; F:leucine-tRNA ligase activity; F:ATP binding; C:cytoplasm; P:glucose metabolic process; P:glycolytic process; P:DNA recombination; P:translation; P:tRNA aminoacylation for protein translation; P:leucyl-tRNA aminoacylation; P:DNA integration; F:oxidoreductase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:ligase activity; F:NADP binding; F:NAD binding; P:oxidation-reduction process; P:aminoacyl-tRNA metabolism involved in translational fidelity			IPR011055 (G3DSA:2.70.70.GENE3D); IPR016047 (PFAM); PTHR21666:SF266 (PANTHER); PTHR21666 (PANTHER); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SignalP-TM (SIGNALP_GRAM_NEGATIVE); SignalP-TM (SIGNALP_GRAM_POSITIVE); SignalP-noTM (SIGNALP_EUK); IPR011055 (SUPERFAMILY); TMhelix (TMHMM)	no GO terms	no GO terms
