locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDCPAMKM_01870	gene	393				
DDCPAMKM_01870	CDS	393				hypothetical protein
DDCPAMKM_01871	gene	189				
DDCPAMKM_01871	CDS	189				hypothetical protein
DDCPAMKM_01872	gene	1428				
DDCPAMKM_01872	CDS	1428		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 3
DDCPAMKM_01873	gene	579	mtcA1			
DDCPAMKM_01873	CDS	579	mtcA1	4.2.1.1	COG0288	Beta-carbonic anhydrase 1
DDCPAMKM_01874	gene	1251				
DDCPAMKM_01874	CDS	1251				hypothetical protein
DDCPAMKM_01875	gene	114				
DDCPAMKM_01875	CDS	114				hypothetical protein
DDCPAMKM_01876	gene	1356				
DDCPAMKM_01876	CDS	1356				hypothetical protein
DDCPAMKM_01877	gene	603				
DDCPAMKM_01877	CDS	603				hypothetical protein
DDCPAMKM_01878	gene	1098				
DDCPAMKM_01878	CDS	1098				hypothetical protein
DDCPAMKM_01879	gene	456	nsrR_2			
DDCPAMKM_01879	CDS	456	nsrR_2			HTH-type transcriptional repressor NsrR
DDCPAMKM_01880	gene	1215	iscS_3			
DDCPAMKM_01880	CDS	1215	iscS_3	2.8.1.7	COG1104	Cysteine desulfurase IscS
DDCPAMKM_01881	gene	384	iscU			
DDCPAMKM_01881	CDS	384	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
DDCPAMKM_01882	gene	330				
DDCPAMKM_01882	CDS	330			COG0316	Protein
DDCPAMKM_01883	gene	714	hscB			
DDCPAMKM_01883	CDS	714	hscB			Co-chaperone protein HscB
DDCPAMKM_01884	gene	1824	dnaK_2			
DDCPAMKM_01884	CDS	1824	dnaK_2		COG0443	Chaperone protein DnaK
DDCPAMKM_01885	gene	312	fdx_2			
DDCPAMKM_01885	CDS	312	fdx_2		COG0633	2Fe-2S ferredoxin
DDCPAMKM_01886	gene	204	iscX			
DDCPAMKM_01886	CDS	204	iscX		COG2975	Protein IscX
DDCPAMKM_01887	gene	405				
DDCPAMKM_01887	CDS	405				hypothetical protein
DDCPAMKM_01888	gene	1080	apbC			
DDCPAMKM_01888	CDS	1080	apbC		COG0489	Iron-sulfur cluster carrier protein
DDCPAMKM_01889	gene	249				
DDCPAMKM_01889	CDS	249				hypothetical protein
DDCPAMKM_01890	gene	456	nudG			
DDCPAMKM_01890	CDS	456	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
DDCPAMKM_01891	gene	774	truA			
DDCPAMKM_01891	CDS	774	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DDCPAMKM_01892	gene	231				
DDCPAMKM_01892	CDS	231				hypothetical protein
DDCPAMKM_01893	gene	141				
DDCPAMKM_01893	CDS	141				hypothetical protein
DDCPAMKM_01894	gene	747	dfa3			
DDCPAMKM_01894	CDS	747	dfa3	1.-.-.-	COG0426	Putative diflavin flavoprotein A 3
DDCPAMKM_01895	gene	687				
DDCPAMKM_01895	CDS	687				hypothetical protein
DDCPAMKM_01896	gene	315				
DDCPAMKM_01896	CDS	315				hypothetical protein
DDCPAMKM_01897	gene	603	pnpB			
DDCPAMKM_01897	CDS	603	pnpB	1.6.5.6		p-benzoquinone reductase
DDCPAMKM_01898	gene	1035	gpsA			
DDCPAMKM_01898	CDS	1035	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
DDCPAMKM_01899	gene	1308	serS			
DDCPAMKM_01899	CDS	1308	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DDCPAMKM_01900	gene	372				
DDCPAMKM_01900	CDS	372				hypothetical protein
DDCPAMKM_01901	gene	717				
DDCPAMKM_01901	CDS	717				hypothetical protein
DDCPAMKM_01902	gene	267				
DDCPAMKM_01902	CDS	267				hypothetical protein
DDCPAMKM_01903	gene	1590	hflX			
DDCPAMKM_01903	CDS	1590	hflX			GTPase HflX
DDCPAMKM_01904	gene	489				
DDCPAMKM_01904	CDS	489				hypothetical protein
DDCPAMKM_01905	gene	936				
DDCPAMKM_01905	CDS	936				hypothetical protein
DDCPAMKM_01906	gene	429				
DDCPAMKM_01906	CDS	429				hypothetical protein
DDCPAMKM_01907	gene	1446				
DDCPAMKM_01907	CDS	1446		3.4.24.-	COG0612	putative zinc protease
DDCPAMKM_01908	gene	1422				
DDCPAMKM_01908	CDS	1422		3.4.24.-	COG0612	putative zinc protease
DDCPAMKM_01909	gene	444				
DDCPAMKM_01909	CDS	444				hypothetical protein
DDCPAMKM_01910	gene	2748				
DDCPAMKM_01910	CDS	2748				hypothetical protein
DDCPAMKM_01911	gene	345				
DDCPAMKM_01911	CDS	345				hypothetical protein
DDCPAMKM_01912	gene	1287	eno			
DDCPAMKM_01912	CDS	1287	eno	4.2.1.11	COG0148	Enolase
DDCPAMKM_01913	gene	576				
DDCPAMKM_01913	CDS	576				hypothetical protein
DDCPAMKM_01914	gene	654				
DDCPAMKM_01914	CDS	654				hypothetical protein
DDCPAMKM_01915	gene	1518	gatB			
DDCPAMKM_01915	CDS	1518	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DDCPAMKM_01916	gene	1482	gatA			
DDCPAMKM_01916	CDS	1482	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DDCPAMKM_01917	gene	366	panD			
DDCPAMKM_01917	CDS	366	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
DDCPAMKM_01918	gene	300	gatC			
DDCPAMKM_01918	CDS	300	gatC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C
DDCPAMKM_01919	gene	2286	pcrA_2			
DDCPAMKM_01919	CDS	2286	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
DDCPAMKM_01920	gene	1332	tolB_2			
DDCPAMKM_01920	CDS	1332	tolB_2			Tol-Pal system protein TolB
DDCPAMKM_01921	gene	1434	glmU			
DDCPAMKM_01921	CDS	1434	glmU		COG1207	Bifunctional protein GlmU
DDCPAMKM_01922	gene	885				
DDCPAMKM_01922	CDS	885				hypothetical protein
DDCPAMKM_01923	gene	765	mphP			
DDCPAMKM_01923	CDS	765	mphP	1.14.13.7	COG0543	Phenol hydroxylase P5 protein
DDCPAMKM_01924	gene	195				
DDCPAMKM_01924	CDS	195				hypothetical protein
DDCPAMKM_01925	gene	408				
DDCPAMKM_01925	CDS	408				hypothetical protein
DDCPAMKM_01926	gene	909				
DDCPAMKM_01926	CDS	909				hypothetical protein
DDCPAMKM_01927	gene	132				
DDCPAMKM_01927	CDS	132				hypothetical protein
DDCPAMKM_01928	gene	1080	namA			
DDCPAMKM_01928	CDS	1080	namA	1.6.99.1	COG1902	NADPH dehydrogenase
DDCPAMKM_01929	gene	228				
DDCPAMKM_01929	CDS	228				hypothetical protein
DDCPAMKM_01930	gene	447				
DDCPAMKM_01930	CDS	447				hypothetical protein
DDCPAMKM_01931	gene	504				
DDCPAMKM_01931	CDS	504				hypothetical protein
DDCPAMKM_01932	gene	660	tmk_1			
DDCPAMKM_01932	CDS	660	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
DDCPAMKM_01933	gene	981				
DDCPAMKM_01933	CDS	981				hypothetical protein
DDCPAMKM_01934	gene	804				
DDCPAMKM_01934	CDS	804				hypothetical protein
DDCPAMKM_01935	gene	2007	metG			
DDCPAMKM_01935	CDS	2007	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
DDCPAMKM_01936	gene	789	ycfH			
DDCPAMKM_01936	CDS	789	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
DDCPAMKM_01937	gene	534				
DDCPAMKM_01937	CDS	534				hypothetical protein
DDCPAMKM_01938	gene	1461	yhdG			
DDCPAMKM_01938	CDS	1461	yhdG		COG0531	putative amino acid permease YhdG
DDCPAMKM_01939	gene	1068				
DDCPAMKM_01939	CDS	1068				hypothetical protein
DDCPAMKM_01940	gene	1644				
DDCPAMKM_01940	CDS	1644				hypothetical protein
DDCPAMKM_01941	gene	555				
DDCPAMKM_01941	CDS	555				hypothetical protein
DDCPAMKM_01942	gene	1605				
DDCPAMKM_01942	CDS	1605				hypothetical protein
DDCPAMKM_01943	gene	1962				
DDCPAMKM_01943	CDS	1962				hypothetical protein
DDCPAMKM_01944	gene	1404	norW_2			
DDCPAMKM_01944	CDS	1404	norW_2	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
DDCPAMKM_01945	gene	1368				
DDCPAMKM_01945	CDS	1368				hypothetical protein
DDCPAMKM_01946	gene	183				
DDCPAMKM_01946	CDS	183				hypothetical protein
DDCPAMKM_01947	gene	1404	der			
DDCPAMKM_01947	CDS	1404	der		COG1160	GTPase Der
DDCPAMKM_01948	gene	2409	ppsA			
DDCPAMKM_01948	CDS	2409	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
DDCPAMKM_01949	gene	945	qseF			
DDCPAMKM_01949	CDS	945	qseF		COG2204	Transcriptional regulatory protein QseF
DDCPAMKM_01950	gene	672				
DDCPAMKM_01950	CDS	672				hypothetical protein
DDCPAMKM_01951	gene	831	lpxH			
DDCPAMKM_01951	CDS	831	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
DDCPAMKM_01952	gene	1218	ugtP			
DDCPAMKM_01952	CDS	1218	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
DDCPAMKM_01953	gene	1191				
DDCPAMKM_01953	CDS	1191				hypothetical protein
DDCPAMKM_01954	gene	1494	tth			
DDCPAMKM_01954	CDS	1494	tth	3.12.1.-	COG1520	Tetrathionate hydrolase
DDCPAMKM_01955	gene	234				
DDCPAMKM_01955	CDS	234				hypothetical protein
DDCPAMKM_01956	gene	1668				
DDCPAMKM_01956	CDS	1668				IS1634 family transposase ISTth3
DDCPAMKM_01957	gene	180				
DDCPAMKM_01957	CDS	180				hypothetical protein
DDCPAMKM_01958	gene	246				
DDCPAMKM_01958	CDS	246				hypothetical protein
DDCPAMKM_01959	gene	76				
DDCPAMKM_01959	tRNA	76				tRNA-Ala(cgc)
DDCPAMKM_01960	gene	684	purN			
DDCPAMKM_01960	CDS	684	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
DDCPAMKM_01961	gene	1056	purM			
DDCPAMKM_01961	CDS	1056	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
DDCPAMKM_01962	gene	1164				
DDCPAMKM_01962	CDS	1164				hypothetical protein
DDCPAMKM_01963	gene	1161				
DDCPAMKM_01963	CDS	1161				hypothetical protein
DDCPAMKM_01964	gene	480				
DDCPAMKM_01964	CDS	480				hypothetical protein
DDCPAMKM_01965	gene	726	rnc_1			
DDCPAMKM_01965	CDS	726	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
DDCPAMKM_01966	gene	1251	fabF			
DDCPAMKM_01966	CDS	1251	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DDCPAMKM_01967	gene	231	acpP			
DDCPAMKM_01967	CDS	231	acpP		COG0236	Acyl carrier protein
DDCPAMKM_01968	gene	750	fabG			
DDCPAMKM_01968	CDS	750	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DDCPAMKM_01969	gene	912	fabD			
DDCPAMKM_01969	CDS	912	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
DDCPAMKM_01970	gene	1026	fabH			
DDCPAMKM_01970	CDS	1026	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
DDCPAMKM_01971	gene	987	plsX			
DDCPAMKM_01971	CDS	987	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DDCPAMKM_01972	gene	183	rpmF			
DDCPAMKM_01972	CDS	183	rpmF			50S ribosomal protein L32
DDCPAMKM_01973	gene	489				
DDCPAMKM_01973	CDS	489				hypothetical protein
DDCPAMKM_01974	gene	1263	proS			
DDCPAMKM_01974	CDS	1263	proS	6.1.1.15	COG0442	Proline--tRNA ligase
DDCPAMKM_01975	gene	1146	ispG			
DDCPAMKM_01975	CDS	1146	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
DDCPAMKM_01976	gene	1065	mmpA			
DDCPAMKM_01976	CDS	1065	mmpA	3.4.24.-	COG0750	Metalloprotease MmpA
DDCPAMKM_01977	gene	1239	dxr			
DDCPAMKM_01977	CDS	1239	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
DDCPAMKM_01978	gene	858				
DDCPAMKM_01978	CDS	858				hypothetical protein
DDCPAMKM_01979	gene	786	uppS			
DDCPAMKM_01979	CDS	786	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
DDCPAMKM_01980	gene	1980				
DDCPAMKM_01980	CDS	1980				hypothetical protein
DDCPAMKM_01981	gene	1686	fhs			
DDCPAMKM_01981	CDS	1686	fhs	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
DDCPAMKM_01982	gene	741	tatC			
DDCPAMKM_01982	CDS	741	tatC		COG0805	Sec-independent protein translocase protein TatC
DDCPAMKM_01983	gene	282				
DDCPAMKM_01983	CDS	282				hypothetical protein
DDCPAMKM_01984	gene	621				
DDCPAMKM_01984	CDS	621				hypothetical protein
DDCPAMKM_01985	gene	654				
DDCPAMKM_01985	CDS	654				hypothetical protein
DDCPAMKM_01986	gene	1416	radA			
DDCPAMKM_01986	CDS	1416	radA	3.6.4.-	COG1066	DNA repair protein RadA
DDCPAMKM_01987	gene	879				
DDCPAMKM_01987	CDS	879				hypothetical protein
DDCPAMKM_01988	gene	666				
DDCPAMKM_01988	CDS	666				hypothetical protein
DDCPAMKM_01989	gene	1377	pmbA			
DDCPAMKM_01989	CDS	1377	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
DDCPAMKM_01990	gene	1476	tldD			
DDCPAMKM_01990	CDS	1476	tldD	3.4.-.-	COG0312	Metalloprotease TldD
DDCPAMKM_01991	gene	1095	amiE			
DDCPAMKM_01991	CDS	1095	amiE	3.5.1.28		N-acetylmuramyl-L-alanine amidase
DDCPAMKM_01992	gene	939				
DDCPAMKM_01992	CDS	939				hypothetical protein
DDCPAMKM_01993	gene	1452	hpnE			
DDCPAMKM_01993	CDS	1452	hpnE	1.17.8.1	COG2907	Hydroxysqualene dehydroxylase
DDCPAMKM_01994	gene	909	hpnD			
DDCPAMKM_01994	CDS	909	hpnD	2.5.1.103	COG1562	Presqualene diphosphate synthase
DDCPAMKM_01995	gene	741				
DDCPAMKM_01995	CDS	741				hypothetical protein
DDCPAMKM_01996	gene	939	ykfA			
DDCPAMKM_01996	CDS	939	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DDCPAMKM_01997	gene	1608				
DDCPAMKM_01997	CDS	1608				hypothetical protein
DDCPAMKM_01998	gene	456				
DDCPAMKM_01998	CDS	456				hypothetical protein
DDCPAMKM_01999	gene	438				
DDCPAMKM_01999	CDS	438				hypothetical protein
DDCPAMKM_02000	gene	76				
DDCPAMKM_02000	tRNA	76				tRNA-Glu(ctc)
DDCPAMKM_02001	gene	669	gph_2			
DDCPAMKM_02001	CDS	669	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
DDCPAMKM_02002	gene	558				
DDCPAMKM_02002	CDS	558				hypothetical protein
DDCPAMKM_02003	gene	702				
DDCPAMKM_02003	CDS	702				hypothetical protein
DDCPAMKM_02004	gene	678				
DDCPAMKM_02004	CDS	678			COG1842	Phage shock protein A 
DDCPAMKM_02005	gene	1302				
DDCPAMKM_02005	CDS	1302				hypothetical protein
DDCPAMKM_02006	gene	1092				
DDCPAMKM_02006	CDS	1092				hypothetical protein
DDCPAMKM_02007	gene	621				
DDCPAMKM_02007	CDS	621				hypothetical protein
DDCPAMKM_02008	gene	87				
DDCPAMKM_02008	tRNA	87				tRNA-Leu(taa)
DDCPAMKM_02009	gene	489				
DDCPAMKM_02009	CDS	489				hypothetical protein
DDCPAMKM_02010	gene	186				
DDCPAMKM_02010	CDS	186				hypothetical protein
DDCPAMKM_02011	gene	288				
DDCPAMKM_02011	CDS	288				hypothetical protein
DDCPAMKM_02012	gene	330				
DDCPAMKM_02012	CDS	330				hypothetical protein
DDCPAMKM_02013	gene	93				
DDCPAMKM_02013	CDS	93				hypothetical protein
DDCPAMKM_02014	gene	1218				
DDCPAMKM_02014	CDS	1218				IS256 family transposase ISPeth3
DDCPAMKM_02015	gene	993				
DDCPAMKM_02015	CDS	993				hypothetical protein
DDCPAMKM_02016	gene	699	yhhW			
DDCPAMKM_02016	CDS	699	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
DDCPAMKM_02017	gene	1308				
DDCPAMKM_02017	CDS	1308				putative MFS-type transporter
DDCPAMKM_02018	gene	444				
DDCPAMKM_02018	CDS	444				hypothetical protein
DDCPAMKM_02019	gene	1653				
DDCPAMKM_02019	CDS	1653				hypothetical protein
DDCPAMKM_02020	gene	195				
DDCPAMKM_02020	CDS	195				hypothetical protein
DDCPAMKM_02021	gene	837				
DDCPAMKM_02021	CDS	837				hypothetical protein
DDCPAMKM_02022	gene	339				
DDCPAMKM_02022	CDS	339				hypothetical protein
DDCPAMKM_02023	gene	5175				
DDCPAMKM_02023	CDS	5175				hypothetical protein
DDCPAMKM_02024	gene	984				
DDCPAMKM_02024	CDS	984				hypothetical protein
DDCPAMKM_02025	gene	804				
DDCPAMKM_02025	CDS	804				hypothetical protein
DDCPAMKM_02026	gene	1434				
DDCPAMKM_02026	CDS	1434				hypothetical protein
DDCPAMKM_02027	gene	660	gpmA			
DDCPAMKM_02027	CDS	660	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DDCPAMKM_02028	gene	108				
DDCPAMKM_02028	CDS	108				hypothetical protein
DDCPAMKM_02029	gene	498				
DDCPAMKM_02029	CDS	498				hypothetical protein
DDCPAMKM_02030	gene	1404	cshA			
DDCPAMKM_02030	CDS	1404	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
DDCPAMKM_02031	gene	741	puuD			
DDCPAMKM_02031	CDS	741	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
DDCPAMKM_02032	gene	828	murI			
DDCPAMKM_02032	CDS	828	murI	5.1.1.3		Glutamate racemase
DDCPAMKM_02033	gene	1017	nagZ			
DDCPAMKM_02033	CDS	1017	nagZ	3.2.1.52		Beta-hexosaminidase
DDCPAMKM_02034	gene	606				
DDCPAMKM_02034	CDS	606		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DDCPAMKM_02035	gene	759	rph			
DDCPAMKM_02035	CDS	759	rph	2.7.7.56	COG0689	Ribonuclease PH
DDCPAMKM_02036	gene	1965	ybiT			
DDCPAMKM_02036	CDS	1965	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
DDCPAMKM_02037	gene	891				
DDCPAMKM_02037	CDS	891				hypothetical protein
DDCPAMKM_02038	gene	474	hspA			
DDCPAMKM_02038	CDS	474	hspA		COG0071	Spore protein SP21
DDCPAMKM_02039	gene	846				
DDCPAMKM_02039	CDS	846				hypothetical protein
DDCPAMKM_02040	gene	615				
DDCPAMKM_02040	CDS	615				hypothetical protein
DDCPAMKM_02041	gene	324				
DDCPAMKM_02041	CDS	324				hypothetical protein
DDCPAMKM_02042	gene	1422				
DDCPAMKM_02042	CDS	1422				hypothetical protein
DDCPAMKM_02043	gene	376				
DDCPAMKM_02043	misc_RNA	376				RNaseP_bact_a
DDCPAMKM_02044	gene	405				
DDCPAMKM_02044	CDS	405			COG0328	Bifunctional protein
DDCPAMKM_02045	gene	738				
DDCPAMKM_02045	CDS	738				hypothetical protein
DDCPAMKM_02046	gene	76				
DDCPAMKM_02046	tRNA	76				tRNA-Met(cat)
DDCPAMKM_02047	gene	1803	rpoD			
DDCPAMKM_02047	CDS	1803	rpoD		COG0568	RNA polymerase sigma factor RpoD
DDCPAMKM_02048	gene	1572	dnaG			
DDCPAMKM_02048	CDS	1572	dnaG	2.7.7.-		DNA primase
DDCPAMKM_02049	gene	459	yqeY			
DDCPAMKM_02049	CDS	459	yqeY		COG1610	putative protein YqeY
DDCPAMKM_02050	gene	198	rpsU			
DDCPAMKM_02050	CDS	198	rpsU		COG0828	30S ribosomal protein S21
DDCPAMKM_02051	gene	300	hup			
DDCPAMKM_02051	CDS	300	hup			DNA-binding protein HU
DDCPAMKM_02052	gene	351				
DDCPAMKM_02052	CDS	351		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
DDCPAMKM_02053	gene	669	hisI			
DDCPAMKM_02053	CDS	669	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
DDCPAMKM_02054	gene	798	hisF			
DDCPAMKM_02054	CDS	798	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
DDCPAMKM_02055	gene	723	hisA			
DDCPAMKM_02055	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
DDCPAMKM_02056	gene	639	hisH			
DDCPAMKM_02056	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
DDCPAMKM_02057	gene	615	hisB			
DDCPAMKM_02057	CDS	615	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
DDCPAMKM_02058	gene	1083	hisC2			
DDCPAMKM_02058	CDS	1083	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
DDCPAMKM_02059	gene	1347	hisD			
DDCPAMKM_02059	CDS	1347	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
DDCPAMKM_02060	gene	696	hisG			
DDCPAMKM_02060	CDS	696	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
DDCPAMKM_02061	gene	1275	murA			
DDCPAMKM_02061	CDS	1275	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DDCPAMKM_02062	gene	891	prmC			
DDCPAMKM_02062	CDS	891	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
DDCPAMKM_02063	gene	1086	prfA			
DDCPAMKM_02063	CDS	1086	prfA		COG0216	Peptide chain release factor 1
DDCPAMKM_02064	gene	207	rpmE			
DDCPAMKM_02064	CDS	207	rpmE		COG0254	50S ribosomal protein L31
DDCPAMKM_02065	gene	1251	rho			
DDCPAMKM_02065	CDS	1251	rho	3.6.4.-	COG1158	Transcription termination factor Rho
DDCPAMKM_02066	gene	555				
DDCPAMKM_02066	CDS	555				hypothetical protein
DDCPAMKM_02067	gene	105				
DDCPAMKM_02067	CDS	105				hypothetical protein
DDCPAMKM_02068	gene	216				
DDCPAMKM_02068	CDS	216				hypothetical protein
DDCPAMKM_02069	gene	423				
DDCPAMKM_02069	CDS	423				hypothetical protein
DDCPAMKM_02070	gene	861				
DDCPAMKM_02070	CDS	861				hypothetical protein
DDCPAMKM_02071	gene	921	hdaH			
DDCPAMKM_02071	CDS	921	hdaH	3.5.1.-		Histone deacetylase-like amidohydrolase
DDCPAMKM_02072	gene	465				
DDCPAMKM_02072	CDS	465				hypothetical protein
DDCPAMKM_02073	gene	462				
DDCPAMKM_02073	CDS	462				hypothetical protein
DDCPAMKM_02074	gene	1017	fbp			
DDCPAMKM_02074	CDS	1017	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
DDCPAMKM_02075	gene	717				
DDCPAMKM_02075	CDS	717				hypothetical protein
DDCPAMKM_02076	gene	195				
DDCPAMKM_02076	CDS	195				hypothetical protein
DDCPAMKM_02077	gene	1476	safD			
DDCPAMKM_02077	CDS	1476	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
DDCPAMKM_02078	gene	1233				
DDCPAMKM_02078	CDS	1233				hypothetical protein
DDCPAMKM_02079	gene	1719				
DDCPAMKM_02079	CDS	1719				hypothetical protein
DDCPAMKM_02080	gene	732				
DDCPAMKM_02080	CDS	732				hypothetical protein
DDCPAMKM_02081	gene	804	thyX			
DDCPAMKM_02081	CDS	804	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
DDCPAMKM_02082	gene	654	phoU			
DDCPAMKM_02082	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
DDCPAMKM_02083	gene	753	pstB3			
DDCPAMKM_02083	CDS	753	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
DDCPAMKM_02084	gene	894	pstA			
DDCPAMKM_02084	CDS	894	pstA		COG0581	Phosphate transport system permease protein PstA
DDCPAMKM_02085	gene	1062	pstC			
DDCPAMKM_02085	CDS	1062	pstC		COG0573	Phosphate transport system permease protein PstC
DDCPAMKM_02086	gene	1128	pstS1_3			
DDCPAMKM_02086	CDS	1128	pstS1_3			Phosphate-binding protein PstS1
DDCPAMKM_02087	gene	774	phoP			
DDCPAMKM_02087	CDS	774	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
DDCPAMKM_02088	gene	1659				
DDCPAMKM_02088	CDS	1659				hypothetical protein
DDCPAMKM_02089	gene	315				
DDCPAMKM_02089	CDS	315				hypothetical protein
DDCPAMKM_02090	gene	1296	purA			
DDCPAMKM_02090	CDS	1296	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
DDCPAMKM_02091	gene	627				
DDCPAMKM_02091	CDS	627				hypothetical protein
DDCPAMKM_02092	gene	1566				
DDCPAMKM_02092	CDS	1566				hypothetical protein
DDCPAMKM_02093	gene	1686	ubiB			
DDCPAMKM_02093	CDS	1686	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
DDCPAMKM_02094	gene	705				
DDCPAMKM_02094	CDS	705				hypothetical protein
DDCPAMKM_02095	gene	5229				
DDCPAMKM_02095	CDS	5229				hypothetical protein
DDCPAMKM_02096	gene	687				
DDCPAMKM_02096	CDS	687				hypothetical protein
DDCPAMKM_02097	gene	747				
DDCPAMKM_02097	CDS	747				hypothetical protein
DDCPAMKM_02098	gene	1446	bamB			
DDCPAMKM_02098	CDS	1446	bamB			Outer membrane protein assembly factor BamB
DDCPAMKM_02099	gene	327				
DDCPAMKM_02099	CDS	327				hypothetical protein
DDCPAMKM_02100	gene	2262	mtgA			
DDCPAMKM_02100	CDS	2262	mtgA	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
DDCPAMKM_02101	gene	74				
DDCPAMKM_02101	tRNA	74				tRNA-Gln(ctg)
DDCPAMKM_02102	gene	1038	fliM_2			
DDCPAMKM_02102	CDS	1038	fliM_2		COG1868	Flagellar motor switch protein FliM
DDCPAMKM_02103	gene	1221				
DDCPAMKM_02103	CDS	1221				ISNCY family transposase ISCARN112
DDCPAMKM_02104	gene	1146				
DDCPAMKM_02104	CDS	1146				hypothetical protein
DDCPAMKM_02105	gene	1143	mdtA_4			
DDCPAMKM_02105	CDS	1143	mdtA_4			Multidrug resistance protein MdtA
DDCPAMKM_02106	gene	1209	macB			
DDCPAMKM_02106	CDS	1209	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
DDCPAMKM_02107	gene	726	yknY			
DDCPAMKM_02107	CDS	726	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
DDCPAMKM_02108	gene	696	ppa			
DDCPAMKM_02108	CDS	696	ppa	3.6.1.1		Inorganic pyrophosphatase
DDCPAMKM_02109	gene	3153				
DDCPAMKM_02109	CDS	3153				hypothetical protein
DDCPAMKM_02110	gene	651				
DDCPAMKM_02110	CDS	651				hypothetical protein
DDCPAMKM_02111	gene	2328				
